;Geslacht;Onderwijssoort;Studierichting;Perioden;Enrollment;Freshmen
129301;Vrouwen;Wetenschappelijk onderwijs;0723 Textiel-, kleding-, schoenen-, ...;2011;0;0
129302;Vrouwen;Wetenschappelijk onderwijs;0723 Textiel-, kleding-, schoenen-, ...;2012;0;0
129303;Vrouwen;Wetenschappelijk onderwijs;0723 Textiel-, kleding-, schoenen-, ...;2013;0;0
129304;Vrouwen;Wetenschappelijk onderwijs;0723 Textiel-, kleding-, schoenen-, ...;2014;0;0
129305;Vrouwen;Wetenschappelijk onderwijs;0723 Textiel-, kleding-, schoenen-, ...;2015;0;0
129306;Vrouwen;Wetenschappelijk onderwijs;0723 Textiel-, kleding-, schoenen-, ...;2016;0;0
129307;Vrouwen;Wetenschappelijk onderwijs;0723 Textiel-, kleding-, schoenen-, ...;2017;0;0
129308;Vrouwen;Wetenschappelijk onderwijs;0723 Textiel-, kleding-, schoenen-, ...;2018;0;0
129309;Vrouwen;Wetenschappelijk onderwijs;0723 Textiel-, kleding-, schoenen-, ...;2019;0;0
129310;Vrouwen;Wetenschappelijk onderwijs;0723 Textiel-, kleding-, schoenen-, ...;2020;0;0
129311;Vrouwen;Wetenschappelijk onderwijs;0723 Textiel-, kleding-, schoenen-, ...;2021;0;0
129312;Vrouwen;Wetenschappelijk onderwijs;0724 Delfstofwinning;2010;10;3
129313;Vrouwen;Wetenschappelijk onderwijs;0724 Delfstofwinning;2011;7;1
129314;Vrouwen;Wetenschappelijk onderwijs;0724 Delfstofwinning;2012;11;1
129315;Vrouwen;Wetenschappelijk onderwijs;0724 Delfstofwinning;2013;26;6
129316;Vrouwen;Wetenschappelijk onderwijs;0724 Delfstofwinning;2014;37;8
129317;Vrouwen;Wetenschappelijk onderwijs;0724 Delfstofwinning;2015;47;9
129318;Vrouwen;Wetenschappelijk onderwijs;0724 Delfstofwinning;2016;37;4
129319;Vrouwen;Wetenschappelijk onderwijs;0724 Delfstofwinning;2017;32;3
129320;Vrouwen;Wetenschappelijk onderwijs;0724 Delfstofwinning;2018;27;3
129321;Vrouwen;Wetenschappelijk onderwijs;0724 Delfstofwinning;2019;23;2
129322;Vrouwen;Wetenschappelijk onderwijs;0724 Delfstofwinning;2020;24;2
129323;Vrouwen;Wetenschappelijk onderwijs;0724 Delfstofwinning;2021;28;5
129324;Vrouwen;Wetenschappelijk onderwijs;073 Architectuur en bouwkunde;2010;2512;597
129325;Vrouwen;Wetenschappelijk onderwijs;073 Architectuur en bouwkunde;2011;2626;559
129326;Vrouwen;Wetenschappelijk onderwijs;073 Architectuur en bouwkunde;2012;2725;572
129327;Vrouwen;Wetenschappelijk onderwijs;073 Architectuur en bouwkunde;2013;2770;544
129328;Vrouwen;Wetenschappelijk onderwijs;073 Architectuur en bouwkunde;2014;2863;599
129329;Vrouwen;Wetenschappelijk onderwijs;073 Architectuur en bouwkunde;2015;2931;629
129330;Vrouwen;Wetenschappelijk onderwijs;073 Architectuur en bouwkunde;2016;3031;697
129331;Vrouwen;Wetenschappelijk onderwijs;073 Architectuur en bouwkunde;2017;3321;844
129332;Vrouwen;Wetenschappelijk onderwijs;073 Architectuur en bouwkunde;2018;3513;905
129333;Vrouwen;Wetenschappelijk onderwijs;073 Architectuur en bouwkunde;2019;3663;860
129334;Vrouwen;Wetenschappelijk onderwijs;073 Architectuur en bouwkunde;2020;3954;988
129335;Vrouwen;Wetenschappelijk onderwijs;073 Architectuur en bouwkunde;2021;4256;979
129336;Vrouwen;Wetenschappelijk onderwijs;0730 Architectuur en bouwkunde z.n.d.;2010;0;0
129337;Vrouwen;Wetenschappelijk onderwijs;0730 Architectuur en bouwkunde z.n.d.;2011;0;0
129338;Vrouwen;Wetenschappelijk onderwijs;0730 Architectuur en bouwkunde z.n.d.;2012;0;0
129339;Vrouwen;Wetenschappelijk onderwijs;0730 Architectuur en bouwkunde z.n.d.;2013;0;0
129340;Vrouwen;Wetenschappelijk onderwijs;0730 Architectuur en bouwkunde z.n.d.;2014;0;0
129341;Vrouwen;Wetenschappelijk onderwijs;0730 Architectuur en bouwkunde z.n.d.;2015;0;0
129342;Vrouwen;Wetenschappelijk onderwijs;0730 Architectuur en bouwkunde z.n.d.;2016;0;0
129343;Vrouwen;Wetenschappelijk onderwijs;0730 Architectuur en bouwkunde z.n.d.;2017;0;0
129344;Vrouwen;Wetenschappelijk onderwijs;0730 Architectuur en bouwkunde z.n.d.;2018;0;0
129345;Vrouwen;Wetenschappelijk onderwijs;0730 Architectuur en bouwkunde z.n.d.;2019;0;0
129346;Vrouwen;Wetenschappelijk onderwijs;0730 Architectuur en bouwkunde z.n.d.;2020;0;0
129347;Vrouwen;Wetenschappelijk onderwijs;0730 Architectuur en bouwkunde z.n.d.;2021;0;0
129348;Vrouwen;Wetenschappelijk onderwijs;0731 Architectuur en stedebouwkunde;2010;2127;517
129349;Vrouwen;Wetenschappelijk onderwijs;0731 Architectuur en stedebouwkunde;2011;2167;454
129350;Vrouwen;Wetenschappelijk onderwijs;0731 Architectuur en stedebouwkunde;2012;2199;460
129351;Vrouwen;Wetenschappelijk onderwijs;0731 Architectuur en stedebouwkunde;2013;2121;419
129352;Vrouwen;Wetenschappelijk onderwijs;0731 Architectuur en stedebouwkunde;2014;2093;453
129353;Vrouwen;Wetenschappelijk onderwijs;0731 Architectuur en stedebouwkunde;2015;2090;484
129354;Vrouwen;Wetenschappelijk onderwijs;0731 Architectuur en stedebouwkunde;2016;2146;554
129355;Vrouwen;Wetenschappelijk onderwijs;0731 Architectuur en stedebouwkunde;2017;2359;652
129356;Vrouwen;Wetenschappelijk onderwijs;0731 Architectuur en stedebouwkunde;2018;2490;712
129357;Vrouwen;Wetenschappelijk onderwijs;0731 Architectuur en stedebouwkunde;2019;2647;670
129358;Vrouwen;Wetenschappelijk onderwijs;0731 Architectuur en stedebouwkunde;2020;2920;797
129359;Vrouwen;Wetenschappelijk onderwijs;0731 Architectuur en stedebouwkunde;2021;3252;820
129360;Vrouwen;Wetenschappelijk onderwijs;0732 Bouwkunde en civiele techniek;2010;385;80
129361;Vrouwen;Wetenschappelijk onderwijs;0732 Bouwkunde en civiele techniek;2011;459;105
129362;Vrouwen;Wetenschappelijk onderwijs;0732 Bouwkunde en civiele techniek;2012;526;112
129363;Vrouwen;Wetenschappelijk onderwijs;0732 Bouwkunde en civiele techniek;2013;649;125
129364;Vrouwen;Wetenschappelijk onderwijs;0732 Bouwkunde en civiele techniek;2014;770;146
129365;Vrouwen;Wetenschappelijk onderwijs;0732 Bouwkunde en civiele techniek;2015;841;145
129366;Vrouwen;Wetenschappelijk onderwijs;0732 Bouwkunde en civiele techniek;2016;885;143
129367;Vrouwen;Wetenschappelijk onderwijs;0732 Bouwkunde en civiele techniek;2017;962;192
129368;Vrouwen;Wetenschappelijk onderwijs;0732 Bouwkunde en civiele techniek;2018;1023;193
129369;Vrouwen;Wetenschappelijk onderwijs;0732 Bouwkunde en civiele techniek;2019;1016;190
129370;Vrouwen;Wetenschappelijk onderwijs;0732 Bouwkunde en civiele techniek;2020;1034;191
129371;Vrouwen;Wetenschappelijk onderwijs;0732 Bouwkunde en civiele techniek;2021;1004;159
129372;Vrouwen;Wetenschappelijk onderwijs;08 Landbouw, diergeneeskunde en -verz...;2010;1951;410
129373;Vrouwen;Wetenschappelijk onderwijs;08 Landbouw, diergeneeskunde en -verz...;2011;2008;361
129374;Vrouwen;Wetenschappelijk onderwijs;08 Landbouw, diergeneeskunde en -verz...;2012;2042;382
129375;Vrouwen;Wetenschappelijk onderwijs;08 Landbouw, diergeneeskunde en -verz...;2013;2073;401
129376;Vrouwen;Wetenschappelijk onderwijs;08 Landbouw, diergeneeskunde en -verz...;2014;2131;409
129377;Vrouwen;Wetenschappelijk onderwijs;08 Landbouw, diergeneeskunde en -verz...;2015;2159;381
129378;Vrouwen;Wetenschappelijk onderwijs;08 Landbouw, diergeneeskunde en -verz...;2016;2211;448
129379;Vrouwen;Wetenschappelijk onderwijs;08 Landbouw, diergeneeskunde en -verz...;2017;2341;490
129380;Vrouwen;Wetenschappelijk onderwijs;08 Landbouw, diergeneeskunde en -verz...;2018;2447;479
129381;Vrouwen;Wetenschappelijk onderwijs;08 Landbouw, diergeneeskunde en -verz...;2019;2557;500
129382;Vrouwen;Wetenschappelijk onderwijs;08 Landbouw, diergeneeskunde en -verz...;2020;2698;505
129383;Vrouwen;Wetenschappelijk onderwijs;08 Landbouw, diergeneeskunde en -verz...;2021;2759;519
129384;Vrouwen;Wetenschappelijk onderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2010;0;0
129385;Vrouwen;Wetenschappelijk onderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2011;0;0
129386;Vrouwen;Wetenschappelijk onderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2012;0;0
129387;Vrouwen;Wetenschappelijk onderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2013;0;0
129388;Vrouwen;Wetenschappelijk onderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2014;0;0
129389;Vrouwen;Wetenschappelijk onderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2015;0;0
129390;Vrouwen;Wetenschappelijk onderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2016;0;0
129391;Vrouwen;Wetenschappelijk onderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2017;0;0
129392;Vrouwen;Wetenschappelijk onderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2018;0;0
129393;Vrouwen;Wetenschappelijk onderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2019;0;0
129394;Vrouwen;Wetenschappelijk onderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2020;0;0
129395;Vrouwen;Wetenschappelijk onderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2021;0;0
129396;Vrouwen;Wetenschappelijk onderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2010;0;0
129397;Vrouwen;Wetenschappelijk onderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2011;0;0
129398;Vrouwen;Wetenschappelijk onderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2012;0;0
129399;Vrouwen;Wetenschappelijk onderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2013;0;0
129400;Vrouwen;Wetenschappelijk onderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2014;0;0
129401;Vrouwen;Wetenschappelijk onderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2015;0;0
129402;Vrouwen;Wetenschappelijk onderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2016;0;0
129403;Vrouwen;Wetenschappelijk onderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2017;0;0
129404;Vrouwen;Wetenschappelijk onderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2018;0;0
129405;Vrouwen;Wetenschappelijk onderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2019;0;0
129406;Vrouwen;Wetenschappelijk onderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2020;0;0
129407;Vrouwen;Wetenschappelijk onderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2021;0;0
129408;Vrouwen;Wetenschappelijk onderwijs;081 Landbouw;2010;572;214
129409;Vrouwen;Wetenschappelijk onderwijs;081 Landbouw;2011;625;187
129410;Vrouwen;Wetenschappelijk onderwijs;081 Landbouw;2012;662;182
129411;Vrouwen;Wetenschappelijk onderwijs;081 Landbouw;2013;715;210
129412;Vrouwen;Wetenschappelijk onderwijs;081 Landbouw;2014;757;211
129413;Vrouwen;Wetenschappelijk onderwijs;081 Landbouw;2015;777;191
129414;Vrouwen;Wetenschappelijk onderwijs;081 Landbouw;2016;819;226
129415;Vrouwen;Wetenschappelijk onderwijs;081 Landbouw;2017;895;281
129416;Vrouwen;Wetenschappelijk onderwijs;081 Landbouw;2018;970;260
129417;Vrouwen;Wetenschappelijk onderwijs;081 Landbouw;2019;1027;287
129418;Vrouwen;Wetenschappelijk onderwijs;081 Landbouw;2020;1082;274
129419;Vrouwen;Wetenschappelijk onderwijs;081 Landbouw;2021;1158;310
129420;Vrouwen;Wetenschappelijk onderwijs;0810 Landbouw z.n.d.;2010;0;0
129421;Vrouwen;Wetenschappelijk onderwijs;0810 Landbouw z.n.d.;2011;0;0
129422;Vrouwen;Wetenschappelijk onderwijs;0810 Landbouw z.n.d.;2012;0;0
129423;Vrouwen;Wetenschappelijk onderwijs;0810 Landbouw z.n.d.;2013;0;0
129424;Vrouwen;Wetenschappelijk onderwijs;0810 Landbouw z.n.d.;2014;0;0
129425;Vrouwen;Wetenschappelijk onderwijs;0810 Landbouw z.n.d.;2015;0;0
129426;Vrouwen;Wetenschappelijk onderwijs;0810 Landbouw z.n.d.;2016;0;0
129427;Vrouwen;Wetenschappelijk onderwijs;0810 Landbouw z.n.d.;2017;0;0
129428;Vrouwen;Wetenschappelijk onderwijs;0810 Landbouw z.n.d.;2018;0;0
129429;Vrouwen;Wetenschappelijk onderwijs;0810 Landbouw z.n.d.;2019;0;0
129430;Vrouwen;Wetenschappelijk onderwijs;0810 Landbouw z.n.d.;2020;0;0
129431;Vrouwen;Wetenschappelijk onderwijs;0810 Landbouw z.n.d.;2021;0;0
129432;Vrouwen;Wetenschappelijk onderwijs;0811 Landbouw en veeteelt;2010;572;214
129433;Vrouwen;Wetenschappelijk onderwijs;0811 Landbouw en veeteelt;2011;625;187
129434;Vrouwen;Wetenschappelijk onderwijs;0811 Landbouw en veeteelt;2012;662;182
129435;Vrouwen;Wetenschappelijk onderwijs;0811 Landbouw en veeteelt;2013;715;210
129436;Vrouwen;Wetenschappelijk onderwijs;0811 Landbouw en veeteelt;2014;757;211
129437;Vrouwen;Wetenschappelijk onderwijs;0811 Landbouw en veeteelt;2015;777;191
129438;Vrouwen;Wetenschappelijk onderwijs;0811 Landbouw en veeteelt;2016;819;226
129439;Vrouwen;Wetenschappelijk onderwijs;0811 Landbouw en veeteelt;2017;895;281
129440;Vrouwen;Wetenschappelijk onderwijs;0811 Landbouw en veeteelt;2018;970;260
129441;Vrouwen;Wetenschappelijk onderwijs;0811 Landbouw en veeteelt;2019;1027;287
129442;Vrouwen;Wetenschappelijk onderwijs;0811 Landbouw en veeteelt;2020;1082;274
129443;Vrouwen;Wetenschappelijk onderwijs;0811 Landbouw en veeteelt;2021;1158;310
129444;Vrouwen;Wetenschappelijk onderwijs;0812 Tuinbouw;2010;0;0
129445;Vrouwen;Wetenschappelijk onderwijs;0812 Tuinbouw;2011;0;0
129446;Vrouwen;Wetenschappelijk onderwijs;0812 Tuinbouw;2012;0;0
129447;Vrouwen;Wetenschappelijk onderwijs;0812 Tuinbouw;2013;0;0
129448;Vrouwen;Wetenschappelijk onderwijs;0812 Tuinbouw;2014;0;0
129449;Vrouwen;Wetenschappelijk onderwijs;0812 Tuinbouw;2015;0;0
129450;Vrouwen;Wetenschappelijk onderwijs;0812 Tuinbouw;2016;0;0
129451;Vrouwen;Wetenschappelijk onderwijs;0812 Tuinbouw;2017;0;0
129452;Vrouwen;Wetenschappelijk onderwijs;0812 Tuinbouw;2018;0;0
129453;Vrouwen;Wetenschappelijk onderwijs;0812 Tuinbouw;2019;0;0
129454;Vrouwen;Wetenschappelijk onderwijs;0812 Tuinbouw;2020;0;0
129455;Vrouwen;Wetenschappelijk onderwijs;0812 Tuinbouw;2021;0;0
129456;Vrouwen;Wetenschappelijk onderwijs;082 Bosbouw;2010;156;41
129457;Vrouwen;Wetenschappelijk onderwijs;082 Bosbouw;2011;153;34
129458;Vrouwen;Wetenschappelijk onderwijs;082 Bosbouw;2012;160;36
129459;Vrouwen;Wetenschappelijk onderwijs;082 Bosbouw;2013;164;37
129460;Vrouwen;Wetenschappelijk onderwijs;082 Bosbouw;2014;198;59
129461;Vrouwen;Wetenschappelijk onderwijs;082 Bosbouw;2015;199;36
129462;Vrouwen;Wetenschappelijk onderwijs;082 Bosbouw;2016;221;59
129463;Vrouwen;Wetenschappelijk onderwijs;082 Bosbouw;2017;248;59
129464;Vrouwen;Wetenschappelijk onderwijs;082 Bosbouw;2018;276;66
129465;Vrouwen;Wetenschappelijk onderwijs;082 Bosbouw;2019;296;55
129466;Vrouwen;Wetenschappelijk onderwijs;082 Bosbouw;2020;350;69
129467;Vrouwen;Wetenschappelijk onderwijs;082 Bosbouw;2021;380;73
129468;Vrouwen;Wetenschappelijk onderwijs;0821 Bosbouw;2010;156;41
129469;Vrouwen;Wetenschappelijk onderwijs;0821 Bosbouw;2011;153;34
129470;Vrouwen;Wetenschappelijk onderwijs;0821 Bosbouw;2012;160;36
129471;Vrouwen;Wetenschappelijk onderwijs;0821 Bosbouw;2013;164;37
129472;Vrouwen;Wetenschappelijk onderwijs;0821 Bosbouw;2014;198;59
129473;Vrouwen;Wetenschappelijk onderwijs;0821 Bosbouw;2015;199;36
129474;Vrouwen;Wetenschappelijk onderwijs;0821 Bosbouw;2016;221;59
129475;Vrouwen;Wetenschappelijk onderwijs;0821 Bosbouw;2017;248;59
129476;Vrouwen;Wetenschappelijk onderwijs;0821 Bosbouw;2018;276;66
129477;Vrouwen;Wetenschappelijk onderwijs;0821 Bosbouw;2019;296;55
129478;Vrouwen;Wetenschappelijk onderwijs;0821 Bosbouw;2020;350;69
129479;Vrouwen;Wetenschappelijk onderwijs;0821 Bosbouw;2021;380;73
129480;Vrouwen;Wetenschappelijk onderwijs;083 Visserij;2010;22;4
129481;Vrouwen;Wetenschappelijk onderwijs;083 Visserij;2011;30;5
129482;Vrouwen;Wetenschappelijk onderwijs;083 Visserij;2012;32;8
129483;Vrouwen;Wetenschappelijk onderwijs;083 Visserij;2013;31;3
129484;Vrouwen;Wetenschappelijk onderwijs;083 Visserij;2014;40;9
129485;Vrouwen;Wetenschappelijk onderwijs;083 Visserij;2015;47;7
129486;Vrouwen;Wetenschappelijk onderwijs;083 Visserij;2016;55;11
129487;Vrouwen;Wetenschappelijk onderwijs;083 Visserij;2017;58;7
129488;Vrouwen;Wetenschappelijk onderwijs;083 Visserij;2018;52;3
129489;Vrouwen;Wetenschappelijk onderwijs;083 Visserij;2019;50;8
129490;Vrouwen;Wetenschappelijk onderwijs;083 Visserij;2020;65;10
129491;Vrouwen;Wetenschappelijk onderwijs;083 Visserij;2021;76;9
129492;Vrouwen;Wetenschappelijk onderwijs;0831 Visserij;2010;22;4
129493;Vrouwen;Wetenschappelijk onderwijs;0831 Visserij;2011;30;5
129494;Vrouwen;Wetenschappelijk onderwijs;0831 Visserij;2012;32;8
129495;Vrouwen;Wetenschappelijk onderwijs;0831 Visserij;2013;31;3
129496;Vrouwen;Wetenschappelijk onderwijs;0831 Visserij;2014;40;9
129497;Vrouwen;Wetenschappelijk onderwijs;0831 Visserij;2015;47;7
129498;Vrouwen;Wetenschappelijk onderwijs;0831 Visserij;2016;55;11
129499;Vrouwen;Wetenschappelijk onderwijs;0831 Visserij;2017;58;7
129500;Vrouwen;Wetenschappelijk onderwijs;0831 Visserij;2018;52;3
129501;Vrouwen;Wetenschappelijk onderwijs;0831 Visserij;2019;50;8
129502;Vrouwen;Wetenschappelijk onderwijs;0831 Visserij;2020;65;10
129503;Vrouwen;Wetenschappelijk onderwijs;0831 Visserij;2021;76;9
129504;Vrouwen;Wetenschappelijk onderwijs;084 Diergeneeskunde en -verzorging;2010;1201;151
129505;Vrouwen;Wetenschappelijk onderwijs;084 Diergeneeskunde en -verzorging;2011;1200;135
129506;Vrouwen;Wetenschappelijk onderwijs;084 Diergeneeskunde en -verzorging;2012;1188;156
129507;Vrouwen;Wetenschappelijk onderwijs;084 Diergeneeskunde en -verzorging;2013;1163;151
129508;Vrouwen;Wetenschappelijk onderwijs;084 Diergeneeskunde en -verzorging;2014;1136;130
129509;Vrouwen;Wetenschappelijk onderwijs;084 Diergeneeskunde en -verzorging;2015;1136;147
129510;Vrouwen;Wetenschappelijk onderwijs;084 Diergeneeskunde en -verzorging;2016;1116;152
129511;Vrouwen;Wetenschappelijk onderwijs;084 Diergeneeskunde en -verzorging;2017;1140;143
129512;Vrouwen;Wetenschappelijk onderwijs;084 Diergeneeskunde en -verzorging;2018;1149;150
129513;Vrouwen;Wetenschappelijk onderwijs;084 Diergeneeskunde en -verzorging;2019;1184;150
129514;Vrouwen;Wetenschappelijk onderwijs;084 Diergeneeskunde en -verzorging;2020;1201;152
129515;Vrouwen;Wetenschappelijk onderwijs;084 Diergeneeskunde en -verzorging;2021;1145;127
129516;Vrouwen;Wetenschappelijk onderwijs;0841 Diergeneeskunde en -verzorging;2010;1201;151
129517;Vrouwen;Wetenschappelijk onderwijs;0841 Diergeneeskunde en -verzorging;2011;1200;135
129518;Vrouwen;Wetenschappelijk onderwijs;0841 Diergeneeskunde en -verzorging;2012;1188;156
129519;Vrouwen;Wetenschappelijk onderwijs;0841 Diergeneeskunde en -verzorging;2013;1163;151
129520;Vrouwen;Wetenschappelijk onderwijs;0841 Diergeneeskunde en -verzorging;2014;1136;130
129521;Vrouwen;Wetenschappelijk onderwijs;0841 Diergeneeskunde en -verzorging;2015;1136;147
129522;Vrouwen;Wetenschappelijk onderwijs;0841 Diergeneeskunde en -verzorging;2016;1116;152
129523;Vrouwen;Wetenschappelijk onderwijs;0841 Diergeneeskunde en -verzorging;2017;1140;143
129524;Vrouwen;Wetenschappelijk onderwijs;0841 Diergeneeskunde en -verzorging;2018;1149;150
129525;Vrouwen;Wetenschappelijk onderwijs;0841 Diergeneeskunde en -verzorging;2019;1184;150
129526;Vrouwen;Wetenschappelijk onderwijs;0841 Diergeneeskunde en -verzorging;2020;1201;152
129527;Vrouwen;Wetenschappelijk onderwijs;0841 Diergeneeskunde en -verzorging;2021;1145;127
129528;Vrouwen;Wetenschappelijk onderwijs;09 Gezondheidszorg en welzijn;2010;18606;2832
129529;Vrouwen;Wetenschappelijk onderwijs;09 Gezondheidszorg en welzijn;2011;18854;2965
129530;Vrouwen;Wetenschappelijk onderwijs;09 Gezondheidszorg en welzijn;2012;18981;2990
129531;Vrouwen;Wetenschappelijk onderwijs;09 Gezondheidszorg en welzijn;2013;19397;3259
129532;Vrouwen;Wetenschappelijk onderwijs;09 Gezondheidszorg en welzijn;2014;19801;3211
129533;Vrouwen;Wetenschappelijk onderwijs;09 Gezondheidszorg en welzijn;2015;20302;3259
129534;Vrouwen;Wetenschappelijk onderwijs;09 Gezondheidszorg en welzijn;2016;20444;3515
129535;Vrouwen;Wetenschappelijk onderwijs;09 Gezondheidszorg en welzijn;2017;20815;3635
129536;Vrouwen;Wetenschappelijk onderwijs;09 Gezondheidszorg en welzijn;2018;21437;3855
129537;Vrouwen;Wetenschappelijk onderwijs;09 Gezondheidszorg en welzijn;2019;21931;3823
129538;Vrouwen;Wetenschappelijk onderwijs;09 Gezondheidszorg en welzijn;2020;23095;4178
129539;Vrouwen;Wetenschappelijk onderwijs;09 Gezondheidszorg en welzijn;2021;23376;3792
129540;Vrouwen;Wetenschappelijk onderwijs;090 Gezondheidszorg en welzijn z.n.d.;2010;0;0
129541;Vrouwen;Wetenschappelijk onderwijs;090 Gezondheidszorg en welzijn z.n.d.;2011;0;0
129542;Vrouwen;Wetenschappelijk onderwijs;090 Gezondheidszorg en welzijn z.n.d.;2012;0;0
129543;Vrouwen;Wetenschappelijk onderwijs;090 Gezondheidszorg en welzijn z.n.d.;2013;0;0
129544;Vrouwen;Wetenschappelijk onderwijs;090 Gezondheidszorg en welzijn z.n.d.;2014;0;0
129545;Vrouwen;Wetenschappelijk onderwijs;090 Gezondheidszorg en welzijn z.n.d.;2015;0;0
129546;Vrouwen;Wetenschappelijk onderwijs;090 Gezondheidszorg en welzijn z.n.d.;2016;0;0
129547;Vrouwen;Wetenschappelijk onderwijs;090 Gezondheidszorg en welzijn z.n.d.;2017;0;0
129548;Vrouwen;Wetenschappelijk onderwijs;090 Gezondheidszorg en welzijn z.n.d.;2018;0;0
129549;Vrouwen;Wetenschappelijk onderwijs;090 Gezondheidszorg en welzijn z.n.d.;2019;0;0
129550;Vrouwen;Wetenschappelijk onderwijs;090 Gezondheidszorg en welzijn z.n.d.;2020;0;0
129551;Vrouwen;Wetenschappelijk onderwijs;090 Gezondheidszorg en welzijn z.n.d.;2021;0;0
129552;Vrouwen;Wetenschappelijk onderwijs;0900 Gezondheidszorg en welzijn z.n.d.;2010;0;0
129553;Vrouwen;Wetenschappelijk onderwijs;0900 Gezondheidszorg en welzijn z.n.d.;2011;0;0
129554;Vrouwen;Wetenschappelijk onderwijs;0900 Gezondheidszorg en welzijn z.n.d.;2012;0;0
129555;Vrouwen;Wetenschappelijk onderwijs;0900 Gezondheidszorg en welzijn z.n.d.;2013;0;0
129556;Vrouwen;Wetenschappelijk onderwijs;0900 Gezondheidszorg en welzijn z.n.d.;2014;0;0
129557;Vrouwen;Wetenschappelijk onderwijs;0900 Gezondheidszorg en welzijn z.n.d.;2015;0;0
129558;Vrouwen;Wetenschappelijk onderwijs;0900 Gezondheidszorg en welzijn z.n.d.;2016;0;0
129559;Vrouwen;Wetenschappelijk onderwijs;0900 Gezondheidszorg en welzijn z.n.d.;2017;0;0
129560;Vrouwen;Wetenschappelijk onderwijs;0900 Gezondheidszorg en welzijn z.n.d.;2018;0;0
129561;Vrouwen;Wetenschappelijk onderwijs;0900 Gezondheidszorg en welzijn z.n.d.;2019;0;0
129562;Vrouwen;Wetenschappelijk onderwijs;0900 Gezondheidszorg en welzijn z.n.d.;2020;0;0
129563;Vrouwen;Wetenschappelijk onderwijs;0900 Gezondheidszorg en welzijn z.n.d.;2021;0;0
129564;Vrouwen;Wetenschappelijk onderwijs;091 Gezondheidszorg;2010;18593;2832
129565;Vrouwen;Wetenschappelijk onderwijs;091 Gezondheidszorg;2011;18830;2963
129566;Vrouwen;Wetenschappelijk onderwijs;091 Gezondheidszorg;2012;18959;2990
129567;Vrouwen;Wetenschappelijk onderwijs;091 Gezondheidszorg;2013;19387;3259
129568;Vrouwen;Wetenschappelijk onderwijs;091 Gezondheidszorg;2014;19799;3211
129569;Vrouwen;Wetenschappelijk onderwijs;091 Gezondheidszorg;2015;20302;3259
129570;Vrouwen;Wetenschappelijk onderwijs;091 Gezondheidszorg;2016;20444;3515
129571;Vrouwen;Wetenschappelijk onderwijs;091 Gezondheidszorg;2017;20815;3635
129572;Vrouwen;Wetenschappelijk onderwijs;091 Gezondheidszorg;2018;21437;3855
129573;Vrouwen;Wetenschappelijk onderwijs;091 Gezondheidszorg;2019;21931;3823
129574;Vrouwen;Wetenschappelijk onderwijs;091 Gezondheidszorg;2020;23095;4178
129575;Vrouwen;Wetenschappelijk onderwijs;091 Gezondheidszorg;2021;23376;3792
129576;Vrouwen;Wetenschappelijk onderwijs;0910 Gezondheidszorg z.n.d.;2010;2275;776
129577;Vrouwen;Wetenschappelijk onderwijs;0910 Gezondheidszorg z.n.d.;2011;2490;844
129578;Vrouwen;Wetenschappelijk onderwijs;0910 Gezondheidszorg z.n.d.;2012;2522;845
129579;Vrouwen;Wetenschappelijk onderwijs;0910 Gezondheidszorg z.n.d.;2013;2746;938
129580;Vrouwen;Wetenschappelijk onderwijs;0910 Gezondheidszorg z.n.d.;2014;2893;917
129581;Vrouwen;Wetenschappelijk onderwijs;0910 Gezondheidszorg z.n.d.;2015;2756;716
129582;Vrouwen;Wetenschappelijk onderwijs;0910 Gezondheidszorg z.n.d.;2016;2807;848
129583;Vrouwen;Wetenschappelijk onderwijs;0910 Gezondheidszorg z.n.d.;2017;2851;915
129584;Vrouwen;Wetenschappelijk onderwijs;0910 Gezondheidszorg z.n.d.;2018;3017;1003
129585;Vrouwen;Wetenschappelijk onderwijs;0910 Gezondheidszorg z.n.d.;2019;3139;1001
